,Country,Code,Date,Cases
669,Mexico,MEX,2021-11-08,19024
670,Mexico,MEX,2021-11-09,19088
671,Mexico,MEX,2021-11-10,19834
672,Mexico,MEX,2021-11-11,20851
673,Mexico,MEX,2021-11-12,20322
674,Mexico,MEX,2021-11-13,20125
675,Mexico,MEX,2021-11-14,20001
676,Mexico,MEX,2021-11-15,19821
677,Mexico,MEX,2021-11-16,19659
678,Mexico,MEX,2021-11-17,16827
679,Mexico,MEX,2021-11-18,17186
680,Mexico,MEX,2021-11-19,17445
681,Mexico,MEX,2021-11-20,17357
682,Mexico,MEX,2021-11-21,17228
683,Mexico,MEX,2021-11-22,17299
684,Mexico,MEX,2021-11-23,17413
685,Mexico,MEX,2021-11-24,20423
686,Mexico,MEX,2021-11-25,20011
687,Mexico,MEX,2021-11-26,19642
688,Mexico,MEX,2021-11-27,19542
689,Mexico,MEX,2021-11-28,19349
690,Mexico,MEX,2021-11-29,19207
691,Mexico,MEX,2021-11-30,19230
692,Mexico,MEX,2021-12-01,18755
693,Mexico,MEX,2021-12-02,18419
694,Mexico,MEX,2021-12-03,18227
695,Mexico,MEX,2021-12-04,18255
696,Mexico,MEX,2021-12-05,18247
697,Mexico,MEX,2021-12-06,18156
698,Mexico,MEX,2021-12-07,18033
699,Mexico,MEX,2021-12-08,17866
700,Mexico,MEX,2021-12-09,17931
701,Mexico,MEX,2021-12-10,17822
702,Mexico,MEX,2021-12-11,17473
703,Mexico,MEX,2021-12-12,17484
704,Mexico,MEX,2021-12-13,17349
705,Mexico,MEX,2021-12-14,17373
706,Mexico,MEX,2021-12-15,16946
707,Mexico,MEX,2021-12-16,16525
708,Mexico,MEX,2021-12-17,16418
709,Mexico,MEX,2021-12-18,16374
710,Mexico,MEX,2021-12-19,16128
711,Mexico,MEX,2021-12-20,16358
712,Mexico,MEX,2021-12-21,16439
713,Mexico,MEX,2021-12-22,16937
714,Mexico,MEX,2021-12-23,17752
715,Mexico,MEX,2021-12-24,18863
716,Mexico,MEX,2021-12-25,20227
717,Mexico,MEX,2021-12-26,21003
718,Mexico,MEX,2021-12-27,20960
719,Mexico,MEX,2021-12-28,21985
720,Mexico,MEX,2021-12-29,26425
721,Mexico,MEX,2021-12-30,32607
722,Mexico,MEX,2021-12-31,40295
723,Mexico,MEX,2022-01-01,48941
724,Mexico,MEX,2022-01-02,56920
725,Mexico,MEX,2022-01-03,59564
726,Mexico,MEX,2022-01-04,63420
727,Mexico,MEX,2022-01-05,79459
728,Mexico,MEX,2022-01-06,101958
729,Mexico,MEX,2022-01-07,129477
730,Mexico,MEX,2022-01-08,159417
731,Mexico,MEX,2022-01-09,194803
732,Mexico,MEX,2022-01-10,213726
733,Mexico,MEX,2022-01-11,226923
734,Mexico,MEX,2022-01-12,271627
735,Mexico,MEX,2022-01-13,311197
736,Mexico,MEX,2022-01-14,347735
737,Mexico,MEX,2022-01-15,379993
738,Mexico,MEX,2022-01-16,406782
739,Mexico,MEX,2022-01-17,415579
740,Mexico,MEX,2022-01-18,420395
741,Mexico,MEX,2022-01-19,432694
742,Mexico,MEX,2022-01-20,436099
743,Mexico,MEX,2022-01-21,431530
744,Mexico,MEX,2022-01-22,422294
745,Mexico,MEX,2022-01-23,406815
746,Mexico,MEX,2022-01-24,400629
747,Mexico,MEX,2022-01-25,395769
748,Mexico,MEX,2022-01-26,376805
749,Mexico,MEX,2022-01-27,352878
750,Mexico,MEX,2022-01-28,328336
751,Mexico,MEX,2022-01-29,304124
752,Mexico,MEX,2022-01-30,282729
753,Mexico,MEX,2022-01-31,274097
754,Mexico,MEX,2022-02-01,267515
755,Mexico,MEX,2022-02-02,242687
756,Mexico,MEX,2022-02-03,220822
757,Mexico,MEX,2022-02-04,201169
758,Mexico,MEX,2022-02-05,182985
759,Mexico,MEX,2022-02-06,166547
760,Mexico,MEX,2022-02-07,158825
761,Mexico,MEX,2022-02-08,152979
762,Mexico,MEX,2022-02-09,125155
763,Mexico,MEX,2022-02-10,115673
764,Mexico,MEX,2022-02-11,103696
765,Mexico,MEX,2022-02-12,94041
766,Mexico,MEX,2022-02-13,86372
767,Mexico,MEX,2022-02-14,83300
768,Mexico,MEX,2022-02-15,81605
769,Mexico,MEX,2022-02-16,85300
770,Mexico,MEX,2022-02-17,75656
771,Mexico,MEX,2022-02-18,70392
772,Mexico,MEX,2022-02-19,65961
773,Mexico,MEX,2022-02-20,61576
774,Mexico,MEX,2022-02-21,59368
775,Mexico,MEX,2022-02-22,57646
776,Mexico,MEX,2022-02-23,52427
777,Mexico,MEX,2022-02-24,48462
778,Mexico,MEX,2022-02-25,44724
779,Mexico,MEX,2022-02-26,40922
780,Mexico,MEX,2022-02-27,37281
781,Mexico,MEX,2022-02-28,35386
782,Mexico,MEX,2022-03-01,33731
783,Mexico,MEX,2022-03-02,30824
784,Mexico,MEX,2022-03-03,28039
785,Mexico,MEX,2022-03-04,25246
786,Mexico,MEX,2022-03-05,23047
787,Mexico,MEX,2022-03-06,21369
788,Mexico,MEX,2022-03-07,20718
789,Mexico,MEX,2022-03-08,20100
790,Mexico,MEX,2022-03-09,17872
791,Mexico,MEX,2022-03-10,16704
792,Mexico,MEX,2022-03-11,15969
793,Mexico,MEX,2022-03-12,14977
794,Mexico,MEX,2022-03-13,14069
795,Mexico,MEX,2022-03-14,13701
796,Mexico,MEX,2022-03-15,13481
797,Mexico,MEX,2022-03-16,12719
798,Mexico,MEX,2022-03-17,12176
799,Mexico,MEX,2022-03-18,11359
800,Mexico,MEX,2022-03-19,10616
801,Mexico,MEX,2022-03-20,10068
802,Mexico,MEX,2022-03-21,9843
803,Mexico,MEX,2022-03-22,9491
804,Mexico,MEX,2022-03-23,7814
805,Mexico,MEX,2022-03-24,7586
806,Mexico,MEX,2022-03-25,7347
807,Mexico,MEX,2022-03-26,7090
808,Mexico,MEX,2022-03-27,6920
809,Mexico,MEX,2022-03-28,6824
810,Mexico,MEX,2022-03-29,6850
811,Mexico,MEX,2022-03-30,7724
812,Mexico,MEX,2022-03-31,7289
813,Mexico,MEX,2022-04-01,7120
814,Mexico,MEX,2022-04-02,6919
815,Mexico,MEX,2022-04-03,6523
816,Mexico,MEX,2022-04-04,6444
817,Mexico,MEX,2022-04-05,6368
818,Mexico,MEX,2022-04-06,5935
819,Mexico,MEX,2022-04-07,5482
820,Mexico,MEX,2022-04-08,5092
821,Mexico,MEX,2022-04-09,4793
822,Mexico,MEX,2022-04-10,4757
823,Mexico,MEX,2022-04-11,4729
824,Mexico,MEX,2022-04-12,4709
825,Mexico,MEX,2022-04-13,4481
826,Mexico,MEX,2022-04-14,4345
827,Mexico,MEX,2022-04-15,4189
828,Mexico,MEX,2022-04-16,3698
829,Mexico,MEX,2022-04-17,3205
830,Mexico,MEX,2022-04-18,3102
831,Mexico,MEX,2022-04-19,3069
832,Mexico,MEX,2022-04-20,3154
833,Mexico,MEX,2022-04-21,3086
834,Mexico,MEX,2022-04-22,3200
835,Mexico,MEX,2022-04-23,3510
836,Mexico,MEX,2022-04-24,3846
837,Mexico,MEX,2022-04-25,3905
838,Mexico,MEX,2022-04-26,4006
839,Mexico,MEX,2022-04-27,3983
840,Mexico,MEX,2022-04-28,4065
841,Mexico,MEX,2022-04-29,3981
842,Mexico,MEX,2022-04-30,4018
843,Mexico,MEX,2022-05-01,3993
844,Mexico,MEX,2022-05-02,3965
845,Mexico,MEX,2022-05-03,3858
846,Mexico,MEX,2022-05-04,3852
847,Mexico,MEX,2022-05-05,3961
848,Mexico,MEX,2022-05-06,4045
849,Mexico,MEX,2022-05-07,4099
850,Mexico,MEX,2022-05-08,4324
851,Mexico,MEX,2022-05-09,4375
852,Mexico,MEX,2022-05-10,4436
853,Mexico,MEX,2022-05-11,4658
854,Mexico,MEX,2022-05-12,4371
855,Mexico,MEX,2022-05-13,4759
856,Mexico,MEX,2022-05-14,5146
857,Mexico,MEX,2022-05-15,5359
858,Mexico,MEX,2022-05-16,5462
859,Mexico,MEX,2022-05-17,5514
860,Mexico,MEX,2022-05-18,5847
861,Mexico,MEX,2022-05-19,6659
862,Mexico,MEX,2022-05-20,6935
863,Mexico,MEX,2022-05-21,7319
864,Mexico,MEX,2022-05-22,7750
865,Mexico,MEX,2022-05-23,7946
866,Mexico,MEX,2022-05-24,8190
867,Mexico,MEX,2022-05-25,9079
868,Mexico,MEX,2022-05-26,9871
869,Mexico,MEX,2022-05-27,10771
870,Mexico,MEX,2022-05-28,11494
871,Mexico,MEX,2022-05-29,12237
872,Mexico,MEX,2022-05-30,12568
873,Mexico,MEX,2022-05-31,12865
874,Mexico,MEX,2022-06-01,14034
875,Mexico,MEX,2022-06-02,15381
876,Mexico,MEX,2022-06-03,16726
877,Mexico,MEX,2022-06-04,18033
878,Mexico,MEX,2022-06-05,19550
879,Mexico,MEX,2022-06-06,20185
880,Mexico,MEX,2022-06-07,20665
881,Mexico,MEX,2022-06-08,23395
882,Mexico,MEX,2022-06-09,25725
883,Mexico,MEX,2022-06-10,28674
884,Mexico,MEX,2022-06-11,31565
885,Mexico,MEX,2022-06-12,34371
886,Mexico,MEX,2022-06-13,35428
887,Mexico,MEX,2022-06-14,36336
888,Mexico,MEX,2022-06-15,40175
889,Mexico,MEX,2022-06-16,43946
890,Mexico,MEX,2022-06-17,47540
891,Mexico,MEX,2022-06-18,51189
892,Mexico,MEX,2022-06-19,55313
893,Mexico,MEX,2022-06-20,57150
894,Mexico,MEX,2022-06-21,58619
895,Mexico,MEX,2022-06-22,65537
896,Mexico,MEX,2022-06-23,72710
897,Mexico,MEX,2022-06-24,80516
898,Mexico,MEX,2022-06-25,88907
899,Mexico,MEX,2022-06-26,97266
900,Mexico,MEX,2022-06-27,100595
901,Mexico,MEX,2022-06-28,104029
902,Mexico,MEX,2022-06-29,115091
903,Mexico,MEX,2022-06-30,125306
904,Mexico,MEX,2022-07-01,134856
905,Mexico,MEX,2022-07-02,144278
906,Mexico,MEX,2022-07-03,152465
907,Mexico,MEX,2022-07-04,155797
908,Mexico,MEX,2022-07-05,158262
909,Mexico,MEX,2022-07-06,168027
910,Mexico,MEX,2022-07-07,177084
911,Mexico,MEX,2022-07-08,185973
912,Mexico,MEX,2022-07-09,193853
913,Mexico,MEX,2022-07-10,200105
914,Mexico,MEX,2022-07-11,202279
915,Mexico,MEX,2022-07-12,204283
916,Mexico,MEX,2022-07-13,211049
917,Mexico,MEX,2022-07-14,214679
918,Mexico,MEX,2022-07-15,215771
919,Mexico,MEX,2022-07-16,215451
920,Mexico,MEX,2022-07-17,213873
921,Mexico,MEX,2022-07-18,212985
922,Mexico,MEX,2022-07-19,211703
923,Mexico,MEX,2022-07-20,206000
924,Mexico,MEX,2022-07-21,199332
925,Mexico,MEX,2022-07-22,193614
926,Mexico,MEX,2022-07-23,186595
927,Mexico,MEX,2022-07-24,179987
928,Mexico,MEX,2022-07-25,177214
929,Mexico,MEX,2022-07-26,174364
930,Mexico,MEX,2022-07-27,164005
931,Mexico,MEX,2022-07-28,154017
932,Mexico,MEX,2022-07-29,142728
933,Mexico,MEX,2022-07-30,132116
934,Mexico,MEX,2022-07-31,122038
935,Mexico,MEX,2022-08-01,118347
936,Mexico,MEX,2022-08-02,115866
937,Mexico,MEX,2022-08-03,106292
938,Mexico,MEX,2022-08-04,97707
939,Mexico,MEX,2022-08-05,90488
940,Mexico,MEX,2022-08-06,84796
941,Mexico,MEX,2022-08-07,80263
942,Mexico,MEX,2022-08-08,78341
943,Mexico,MEX,2022-08-09,76588
944,Mexico,MEX,2022-08-10,70767
945,Mexico,MEX,2022-08-11,66217
946,Mexico,MEX,2022-08-12,61830
947,Mexico,MEX,2022-08-13,57515
948,Mexico,MEX,2022-08-14,53654
949,Mexico,MEX,2022-08-15,52098
950,Mexico,MEX,2022-08-16,50967
951,Mexico,MEX,2022-08-17,46083
952,Mexico,MEX,2022-08-18,42113
953,Mexico,MEX,2022-08-19,38526
954,Mexico,MEX,2022-08-20,35607
955,Mexico,MEX,2022-08-21,33244
956,Mexico,MEX,2022-08-22,32494
957,Mexico,MEX,2022-08-23,31877
958,Mexico,MEX,2022-08-24,29286
959,Mexico,MEX,2022-08-25,27536
960,Mexico,MEX,2022-08-26,25946
961,Mexico,MEX,2022-08-27,24393
962,Mexico,MEX,2022-08-28,22956
963,Mexico,MEX,2022-08-29,22388
964,Mexico,MEX,2022-08-30,21974
965,Mexico,MEX,2022-08-31,20186
966,Mexico,MEX,2022-09-01,19135
967,Mexico,MEX,2022-09-02,17979
968,Mexico,MEX,2022-09-03,17135
969,Mexico,MEX,2022-09-04,16411
970,Mexico,MEX,2022-09-05,16234
971,Mexico,MEX,2022-09-06,16020
972,Mexico,MEX,2022-09-07,14952
973,Mexico,MEX,2022-09-08,13984
974,Mexico,MEX,2022-09-09,13250
975,Mexico,MEX,2022-09-10,12580
976,Mexico,MEX,2022-09-11,12055
977,Mexico,MEX,2022-09-12,11724
978,Mexico,MEX,2022-09-13,11424
979,Mexico,MEX,2022-09-14,10945
980,Mexico,MEX,2022-09-15,10476
981,Mexico,MEX,2022-09-16,10011
982,Mexico,MEX,2022-09-17,8973
983,Mexico,MEX,2022-09-18,7691
984,Mexico,MEX,2022-09-19,7525
985,Mexico,MEX,2022-09-20,7325
986,Mexico,MEX,2022-09-21,6908
987,Mexico,MEX,2022-09-22,6734
988,Mexico,MEX,2022-09-23,6641
989,Mexico,MEX,2022-09-24,7045
990,Mexico,MEX,2022-09-25,7673
991,Mexico,MEX,2022-09-26,7629
992,Mexico,MEX,2022-09-27,7575
993,Mexico,MEX,2022-09-28,7033
994,Mexico,MEX,2022-09-29,6529
995,Mexico,MEX,2022-09-30,6029
996,Mexico,MEX,2022-10-01,5605
997,Mexico,MEX,2022-10-02,5199
998,Mexico,MEX,2022-10-03,5098
999,Mexico,MEX,2022-10-04,5007
1000,Mexico,MEX,2022-10-05,4596
1001,Mexico,MEX,2022-10-06,4313
1002,Mexico,MEX,2022-10-07,4165
1003,Mexico,MEX,2022-10-08,4035
1004,Mexico,MEX,2022-10-09,3878
1005,Mexico,MEX,2022-10-10,3731
1006,Mexico,MEX,2022-10-11,3651
1007,Mexico,MEX,2022-10-12,3388
1008,Mexico,MEX,2022-10-13,3266
1009,Mexico,MEX,2022-10-14,3068
1010,Mexico,MEX,2022-10-15,2948
1011,Mexico,MEX,2022-10-16,2867
1012,Mexico,MEX,2022-10-17,2839
1013,Mexico,MEX,2022-10-18,2832
1014,Mexico,MEX,2022-10-19,2785
1015,Mexico,MEX,2022-10-20,2701
1016,Mexico,MEX,2022-10-21,2704
1017,Mexico,MEX,2022-10-22,2670
1018,Mexico,MEX,2022-10-23,2657
1019,Mexico,MEX,2022-10-24,2659
1020,Mexico,MEX,2022-10-25,2621
1021,Mexico,MEX,2022-10-26,2666
1022,Mexico,MEX,2022-10-27,2692
1023,Mexico,MEX,2022-10-28,2763
1024,Mexico,MEX,2022-10-29,2782
1025,Mexico,MEX,2022-10-30,2840
1026,Mexico,MEX,2022-10-31,2843
1027,Mexico,MEX,2022-11-01,2818
1028,Mexico,MEX,2022-11-02,2774
1029,Mexico,MEX,2022-11-03,2752
1030,Mexico,MEX,2022-11-04,2609
1031,Mexico,MEX,2022-11-05,2812
1032,Mexico,MEX,2022-11-06,2896
1033,Mexico,MEX,2022-11-07,2954
1034,Mexico,MEX,2022-11-08,3052
1035,Mexico,MEX,2022-11-09,3367
1036,Mexico,MEX,2022-11-10,3660
1037,Mexico,MEX,2022-11-11,4056
1038,Mexico,MEX,2022-11-12,4231
1039,Mexico,MEX,2022-11-13,4403
1040,Mexico,MEX,2022-11-14,4450
1041,Mexico,MEX,2022-11-15,4512
1042,Mexico,MEX,2022-11-16,4706
1043,Mexico,MEX,2022-11-17,4968
1044,Mexico,MEX,2022-11-18,5227
1045,Mexico,MEX,2022-11-19,5371
1046,Mexico,MEX,2022-11-20,5670
1047,Mexico,MEX,2022-11-21,5712
1048,Mexico,MEX,2022-11-22,5748
1049,Mexico,MEX,2022-11-23,5083
1050,Mexico,MEX,2022-11-24,5693
1051,Mexico,MEX,2022-11-25,6255
1052,Mexico,MEX,2022-11-26,6875
1053,Mexico,MEX,2022-11-27,7419
1054,Mexico,MEX,2022-11-28,7700
1055,Mexico,MEX,2022-11-29,7945
1056,Mexico,MEX,2022-11-30,10047
1057,Mexico,MEX,2022-12-01,10780
1058,Mexico,MEX,2022-12-02,11388
1059,Mexico,MEX,2022-12-03,12153
1060,Mexico,MEX,2022-12-04,12749
1061,Mexico,MEX,2022-12-05,13001
1062,Mexico,MEX,2022-12-06,13241
1063,Mexico,MEX,2022-12-07,14424
1064,Mexico,MEX,2022-12-08,15611
1065,Mexico,MEX,2022-12-09,17075
1066,Mexico,MEX,2022-12-10,18158
1067,Mexico,MEX,2022-12-11,19203
1068,Mexico,MEX,2022-12-12,19695
1069,Mexico,MEX,2022-12-13,20054
1070,Mexico,MEX,2022-12-14,21200
1071,Mexico,MEX,2022-12-15,22628
1072,Mexico,MEX,2022-12-16,24104
1073,Mexico,MEX,2022-12-17,25519
1074,Mexico,MEX,2022-12-18,26720
1075,Mexico,MEX,2022-12-19,27175
1076,Mexico,MEX,2022-12-20,27425
1077,Mexico,MEX,2022-12-21,29304
1078,Mexico,MEX,2022-12-22,30892
1079,Mexico,MEX,2022-12-23,32096
1080,Mexico,MEX,2022-12-24,33292
1081,Mexico,MEX,2022-12-25,33950
1082,Mexico,MEX,2022-12-26,33563
1083,Mexico,MEX,2022-12-27,33016
1084,Mexico,MEX,2022-12-28,32843
1085,Mexico,MEX,2022-12-29,32174
1086,Mexico,MEX,2022-12-30,31805
1087,Mexico,MEX,2022-12-31,31080
1088,Mexico,MEX,2023-01-01,30816
1089,Mexico,MEX,2023-01-02,30950
1090,Mexico,MEX,2023-01-03,31133
1091,Mexico,MEX,2023-01-04,30982
1092,Mexico,MEX,2023-01-05,31276
1093,Mexico,MEX,2023-01-06,31571
1094,Mexico,MEX,2023-01-07,31831
1095,Mexico,MEX,2023-01-08,31932
1096,Mexico,MEX,2023-01-09,32165
1097,Mexico,MEX,2023-01-10,32723
1098,Mexico,MEX,2023-01-11,33129
1099,Mexico,MEX,2023-01-12,32559
1100,Mexico,MEX,2023-01-13,31456
1101,Mexico,MEX,2023-01-14,30483
1102,Mexico,MEX,2023-01-15,29637
1103,Mexico,MEX,2023-01-16,29345
1104,Mexico,MEX,2023-01-17,29060
1105,Mexico,MEX,2023-01-18,27696
1106,Mexico,MEX,2023-01-19,26662
1107,Mexico,MEX,2023-01-20,26094
1108,Mexico,MEX,2023-01-21,25673
1109,Mexico,MEX,2023-01-22,25514
1110,Mexico,MEX,2023-01-23,25483
1111,Mexico,MEX,2023-01-24,25357
1112,Mexico,MEX,2023-01-25,25267
1113,Mexico,MEX,2023-01-26,25051
1114,Mexico,MEX,2023-01-27,24584
1115,Mexico,MEX,2023-01-28,24269
1116,Mexico,MEX,2023-01-29,23596
1117,Mexico,MEX,2023-01-30,23377
1118,Mexico,MEX,2023-01-31,23238
1119,Mexico,MEX,2023-02-01,22580
1120,Mexico,MEX,2023-02-02,21919
1121,Mexico,MEX,2023-02-03,21343
1122,Mexico,MEX,2023-02-04,20812
1123,Mexico,MEX,2023-02-05,20573
1124,Mexico,MEX,2023-02-06,20420
1125,Mexico,MEX,2023-02-07,20156
1126,Mexico,MEX,2023-02-08,16663
1127,Mexico,MEX,2023-02-09,17643
1128,Mexico,MEX,2023-02-10,18126
1129,Mexico,MEX,2023-02-11,18348
1130,Mexico,MEX,2023-02-12,18694
1131,Mexico,MEX,2023-02-13,18781
1132,Mexico,MEX,2023-02-14,18946
1133,Mexico,MEX,2023-02-15,22037
1134,Mexico,MEX,2023-02-16,20722
1135,Mexico,MEX,2023-02-17,20194
1136,Mexico,MEX,2023-02-18,19984
1137,Mexico,MEX,2023-02-19,19702
1138,Mexico,MEX,2023-02-20,19612
1139,Mexico,MEX,2023-02-21,19672
1140,Mexico,MEX,2023-02-22,19693
1141,Mexico,MEX,2023-02-23,20091
1142,Mexico,MEX,2023-02-24,20272
1143,Mexico,MEX,2023-02-25,20322
1144,Mexico,MEX,2023-02-26,20305
1145,Mexico,MEX,2023-02-27,20274
1146,Mexico,MEX,2023-02-28,20201
1147,Mexico,MEX,2023-03-01,20241
1148,Mexico,MEX,2023-03-02,19989
1149,Mexico,MEX,2023-03-03,19697
1150,Mexico,MEX,2023-03-04,19437
1151,Mexico,MEX,2023-03-05,19418
1152,Mexico,MEX,2023-03-06,19339
1153,Mexico,MEX,2023-03-07,19301
1154,Mexico,MEX,2023-03-08,19481
1155,Mexico,MEX,2023-03-09,19666
1156,Mexico,MEX,2023-03-10,19862
1157,Mexico,MEX,2023-03-11,20142
1158,Mexico,MEX,2023-03-12,20313
1159,Mexico,MEX,2023-03-13,20436
1160,Mexico,MEX,2023-03-14,20443
1161,Mexico,MEX,2023-03-15,20437
1162,Mexico,MEX,2023-03-16,20327
1163,Mexico,MEX,2023-03-17,20014
1164,Mexico,MEX,2023-03-18,19576
1165,Mexico,MEX,2023-03-19,19021
1166,Mexico,MEX,2023-03-20,18808
1167,Mexico,MEX,2023-03-21,18542
1168,Mexico,MEX,2023-03-22,14891
1169,Mexico,MEX,2023-03-23,15130
1170,Mexico,MEX,2023-03-24,15223
1171,Mexico,MEX,2023-03-25,15350
1172,Mexico,MEX,2023-03-26,15357
1173,Mexico,MEX,2023-03-27,15412
1174,Mexico,MEX,2023-03-28,15538
1175,Mexico,MEX,2023-03-29,18204
1176,Mexico,MEX,2023-03-30,17246
1177,Mexico,MEX,2023-03-31,16467
1178,Mexico,MEX,2023-04-01,15692
1179,Mexico,MEX,2023-04-02,15113
1180,Mexico,MEX,2023-04-03,14198
1181,Mexico,MEX,2023-04-04,13448
1182,Mexico,MEX,2023-04-05,9872
1183,Mexico,MEX,2023-04-06,6985
1184,Mexico,MEX,2023-04-07,4371
1185,Mexico,MEX,2023-04-08,2035
1186,Mexico,MEX,2023-04-09,8608
1187,Mexico,MEX,2023-04-10,8608
1188,Mexico,MEX,2023-04-11,8608
1189,Mexico,MEX,2023-04-12,8608
1190,Mexico,MEX,2023-04-13,8608
1191,Mexico,MEX,2023-04-14,8608
1192,Mexico,MEX,2023-04-15,8608
1193,Mexico,MEX,2023-04-16,9869
1194,Mexico,MEX,2023-04-17,9869
1195,Mexico,MEX,2023-04-18,9869
1196,Mexico,MEX,2023-04-19,9869
1197,Mexico,MEX,2023-04-20,9869
1198,Mexico,MEX,2023-04-21,9869
1199,Mexico,MEX,2023-04-22,9869
1200,Mexico,MEX,2023-04-23,9401
1201,Mexico,MEX,2023-04-24,9401
1202,Mexico,MEX,2023-04-25,9401
1203,Mexico,MEX,2023-04-26,9401
1204,Mexico,MEX,2023-04-27,9401
1205,Mexico,MEX,2023-04-28,9401
1206,Mexico,MEX,2023-04-29,9401
1207,Mexico,MEX,2023-04-30,9419
1208,Mexico,MEX,2023-05-01,9419
1209,Mexico,MEX,2023-05-02,9419
1210,Mexico,MEX,2023-05-03,9419
1211,Mexico,MEX,2023-05-04,9419
1212,Mexico,MEX,2023-05-05,9419
1213,Mexico,MEX,2023-05-06,9419
1214,Mexico,MEX,2023-05-07,8109
1215,Mexico,MEX,2023-05-08,8109
1216,Mexico,MEX,2023-05-09,8109
1217,Mexico,MEX,2023-05-10,8109
1218,Mexico,MEX,2023-05-11,8109
1219,Mexico,MEX,2023-05-12,8109
1220,Mexico,MEX,2023-05-13,8109
1221,Mexico,MEX,2023-05-14,7429
1222,Mexico,MEX,2023-05-15,7429
1223,Mexico,MEX,2023-05-16,7429
1224,Mexico,MEX,2023-05-17,7429
1225,Mexico,MEX,2023-05-18,7429
1226,Mexico,MEX,2023-05-19,7429
1227,Mexico,MEX,2023-05-20,7429
1228,Mexico,MEX,2023-05-21,0
1229,Mexico,MEX,2023-05-22,0
1230,Mexico,MEX,2023-05-23,0
1231,Mexico,MEX,2023-05-24,0
1232,Mexico,MEX,2023-05-25,0
1233,Mexico,MEX,2023-05-26,0
1234,Mexico,MEX,2023-05-27,0
1235,Mexico,MEX,2023-05-28,0
1236,Mexico,MEX,2023-05-29,0
1237,Mexico,MEX,2023-05-30,0
1238,Mexico,MEX,2023-05-31,0
1239,Mexico,MEX,2023-06-01,0
1240,Mexico,MEX,2023-06-02,0
1241,Mexico,MEX,2023-06-03,0
1242,Mexico,MEX,2023-06-04,0
1243,Mexico,MEX,2023-06-05,0
1244,Mexico,MEX,2023-06-06,0
1245,Mexico,MEX,2023-06-07,0
1246,Mexico,MEX,2023-06-08,0
1247,Mexico,MEX,2023-06-09,0
1248,Mexico,MEX,2023-06-10,0
1249,Mexico,MEX,2023-06-11,0
1250,Mexico,MEX,2023-06-12,0
1251,Mexico,MEX,2023-06-13,0
1252,Mexico,MEX,2023-06-14,0
1253,Mexico,MEX,2023-06-15,0
1254,Mexico,MEX,2023-06-16,0
1255,Mexico,MEX,2023-06-17,0
1256,Mexico,MEX,2023-06-18,0
1257,Mexico,MEX,2023-06-19,0
1258,Mexico,MEX,2023-06-20,0
1259,Mexico,MEX,2023-06-21,0
1260,Mexico,MEX,2023-06-22,0
1261,Mexico,MEX,2023-06-23,0
1262,Mexico,MEX,2023-06-24,0
1263,Mexico,MEX,2023-06-25,0
1264,Mexico,MEX,2023-06-26,0
1265,Mexico,MEX,2023-06-27,0
1266,Mexico,MEX,2023-06-28,0
1267,Mexico,MEX,2023-06-29,0
1268,Mexico,MEX,2023-06-30,0
1269,Mexico,MEX,2023-07-01,0
1270,Mexico,MEX,2023-07-02,0
1271,Mexico,MEX,2023-07-03,0
1272,Mexico,MEX,2023-07-04,0
1273,Mexico,MEX,2023-07-05,0
1274,Mexico,MEX,2023-07-06,0
1275,Mexico,MEX,2023-07-07,0
1276,Mexico,MEX,2023-07-08,0
1277,Mexico,MEX,2023-07-09,0
1278,Mexico,MEX,2023-07-10,0
1279,Mexico,MEX,2023-07-11,0
1280,Mexico,MEX,2023-07-12,0
1281,Mexico,MEX,2023-07-13,0
1282,Mexico,MEX,2023-07-14,0
1283,Mexico,MEX,2023-07-15,0
1284,Mexico,MEX,2023-07-16,0
1285,Mexico,MEX,2023-07-17,0
1286,Mexico,MEX,2023-07-18,0
1287,Mexico,MEX,2023-07-19,0
1288,Mexico,MEX,2023-07-20,0
1289,Mexico,MEX,2023-07-21,0
1290,Mexico,MEX,2023-07-22,0
1291,Mexico,MEX,2023-07-23,0
1292,Mexico,MEX,2023-07-24,0
1293,Mexico,MEX,2023-07-25,0
1294,Mexico,MEX,2023-07-26,0
1295,Mexico,MEX,2023-07-27,0
1296,Mexico,MEX,2023-07-28,0
1297,Mexico,MEX,2023-07-29,0
1298,Mexico,MEX,2023-07-30,0
1299,Mexico,MEX,2023-07-31,0
1300,Mexico,MEX,2023-08-01,0
1301,Mexico,MEX,2023-08-02,0
1302,Mexico,MEX,2023-08-03,0
1303,Mexico,MEX,2023-08-04,0
1304,Mexico,MEX,2023-08-05,0
1305,Mexico,MEX,2023-08-06,0
1306,Mexico,MEX,2023-08-07,0
1307,Mexico,MEX,2023-08-08,0
1308,Mexico,MEX,2023-08-09,0
1309,Mexico,MEX,2023-08-10,0
1310,Mexico,MEX,2023-08-11,0
1311,Mexico,MEX,2023-08-12,0
1312,Mexico,MEX,2023-08-13,0
1313,Mexico,MEX,2023-08-14,0
1314,Mexico,MEX,2023-08-15,0
1315,Mexico,MEX,2023-08-16,0
1316,Mexico,MEX,2023-08-17,0
1317,Mexico,MEX,2023-08-18,0
1318,Mexico,MEX,2023-08-19,0
1319,Mexico,MEX,2023-08-20,0
1320,Mexico,MEX,2023-08-21,0
1321,Mexico,MEX,2023-08-22,0
1322,Mexico,MEX,2023-08-23,0
1323,Mexico,MEX,2023-08-24,0
